k,t_phys,theta_A,theta_B,sup,x_rho,energy
0,0.0,0.0,0.0,0,0.0,3.0
1,0.001,0.0,0.0,0,0.0,
2,0.002,0.0,0.0,0,0.0,
3,0.003,0.0,0.0,0,0.0,
4,0.004,0.0,0.0,0,0.0,
5,0.005,0.0,0.0,0,0.0,
6,0.006,0.0,0.0,0,0.0,
7,0.007,0.0,0.0,0,0.0,
8,0.008,0.0,0.0,0,0.0,
9,0.009000000000000001,0.0,0.0,0,0.0,
10,0.01,0.0,0.0,0,0.0,
11,0.011,0.0,0.0,0,0.0,
12,0.012,0.0,0.0,0,0.0,
13,0.013000000000000001,0.0,0.0,0,0.0,
14,0.014,0.0,0.0,0,0.0,
15,0.015,0.0,0.0,0,0.0,
16,0.016,0.0,0.0,0,0.0,
17,0.017,0.0,0.0,0,0.0,
18,0.018000000000000002,0.0,0.0,0,0.0,
19,0.019,0.0,0.0,0,0.0,
20,0.02,0.0,0.0,0,0.0,
21,0.021,0.0,0.0,0,0.0,
22,0.022,0.0,0.0,0,0.0,
23,0.023,0.0,0.0,0,0.0,
24,0.024,0.0,0.0,0,0.0,
25,0.025,0.0,0.0,0,0.0,
26,0.026000000000000002,0.0,0.0,0,0.0,
27,0.027,0.0,0.0,0,0.0,
28,0.028,0.0,0.0,0,0.0,
29,0.029,0.0,0.0,0,0.0,
30,0.03,0.0,0.0,0,0.0,
31,0.031,0.0,0.0,0,0.0,
32,0.032,0.0,0.0,0,0.0,
33,0.033,0.0,0.0,0,0.0,
34,0.034,0.0,0.0,0,0.0,
35,0.035,0.0,0.0,0,0.0,
36,0.036000000000000004,0.0,0.0,0,0.0,
37,0.037,0.0,0.0,0,0.0,
38,0.038,0.0,0.0,0,0.0,
39,0.039,0.0,0.0,0,0.0,
40,0.04,0.0,0.0,0,0.0,
41,0.041,0.0,0.0,0,0.0,
42,0.042,0.0,0.0,0,0.0,
43,0.043000000000000003,0.0,0.0,0,0.0,
44,0.044,0.0,0.0,0,0.0,
45,0.045,0.0,0.0,0,0.0,
46,0.046,0.0,0.0,0,0.0,
47,0.047,0.0,0.0,0,0.0,
48,0.048,0.0,0.0,0,0.0,
49,0.049,0.0,0.0,0,0.0,
50,0.05,0.0,0.0,0,0.0,
51,0.051000000000000004,0.0,0.0,0,0.0,
52,0.052000000000000005,0.0,0.0,0,0.0,
53,0.053,0.0,0.0,0,0.0,
54,0.054,0.0,0.0,0,0.0,
55,0.055,0.0,0.0,0,0.0,
56,0.056,0.0,0.0,0,0.0,
57,0.057,0.0,0.0,0,0.0,
58,0.058,0.0,0.0,0,0.0,
59,0.059000000000000004,0.0,0.0,0,0.0,
60,0.06,0.0,0.0,0,0.0,
61,0.061,0.0,0.0,0,0.0,
62,0.062,0.0,0.0,0,0.0,
63,0.063,0.0,0.0,0,0.0,
64,0.064,0.0,0.0,0,0.0,
65,0.065,0.0,0.0,0,0.0,
66,0.066,0.0,0.0,0,0.0,
67,0.067,0.0,0.0,0,0.0,
68,0.068,0.0,0.0,0,0.0,
69,0.069,0.0,0.0,0,0.0,
