k,t_phys,u_A,col_A,sup_A,epoch_A,u_C,col_C,sup_C,epoch_C,energy_A,energy_C
1968,1.968,0.0,0.052347210702918,0,1,0.03,0.0,1,1,,
1969,1.969,0.0,0.04979420711115431,0,1,0.03,0.0,1,1,,
1970,1.97,0.0,0.04736571497381267,0,1,0.03,0.0,1,1,,
1971,1.971,0.0,0.04505566179560468,0,1,0.03,0.0,1,1,,
1972,1.972,0.0,0.04285827124033185,0,1,0.03,0.0,1,1,,
1973,1.973,0.0,0.040768048687036366,0,1,0.03,0.0,1,1,,
1974,1.974,0.0,0.038779767490586696,0,1,0.03,0.0,1,1,,
1975,1.975,0.0,0.03688845591234228,0,1,0.03,0.0,1,1,,
1976,1.976,0.0,0.035089384688217304,0,1,0.03,0.0,1,1,,
1977,1.977,0.0,0.03337805520305711,0,1,0.03,0.0,1,1,,
1978,1.978,0.0,0.03175018824175708,0,1,0.03,0.0,1,1,,
1979,1.979,0.0,0.030201713288995923,0,1,0.03,0.0,1,1,,
1980,1.98,0.0,0.02872875835082716,0,1,0.03,0.0,1,1,,
1981,1.981,0.0,0.027327640272677402,0,1,0.03,0.0,1,1,,
1982,1.982,0.0,0.02599485552954146,0,1,0.03,0.0,1,1,,
1983,1.983,0.0,0.024727071465344926,0,1,0.03,0.0,1,1,,
1984,1.984,0.0,0.023521117959568082,0,1,0.03,0.0,1,1,,
1985,1.985,0.0,0.022373979500293354,0,1,0.03,0.0,1,1,,
1986,1.986,0.0,0.02128278764385482,0,1,0.03,0.0,1,1,,
1987,1.987,0.0,0.020244813842234928,0,1,0.03,0.0,1,1,,
1988,1.988,0.0,0.01925746262027322,0,1,0.03,0.0,1,1,,
1989,1.989,0.0,0.01831826508562651,0,1,0.03,0.0,1,1,,
1990,1.99,0.0,0.01742487275525203,0,1,0.03,0.0,1,1,,
1991,1.991,0.0,0.016575051682976558,0,1,0.03,0.0,1,1,,
1992,1.992,0.0,0.015766676873467382,0,1,0.03,0.0,1,1,,
1993,1.993,0.0,0.014997726968637095,0,1,0.03,0.0,1,1,,
1994,1.994,0.0,0.014266279193195503,0,1,0.03,0.0,1,1,,
1995,1.995,0.0,0.013570504546709869,0,1,0.03,0.0,1,1,,
1996,1.996,0.0,0.012908663230151152,0,1,0.03,0.0,1,1,,
1997,1.997,0.0,0.012279100295490208,0,1,0.03,0.0,1,1,,
1998,1.998,0.0,0.011680241507465699,0,1,0.03,0.0,1,1,,
1999,1.999,0.0,0.01111058940717595,0,1,0.03,0.0,1,1,,
2000,2.0,0.0,0.010568719567651708,0,1,0.03,0.0,1,1,3.3009225405690388,3.549613943356136
2001,2.001,0.0,0.010053277032046769,0,1,0.03,0.0,1,1,,
2002,2.0020000000000002,0.0,0.009562972925540094,0,1,0.03,0.0,1,1,,
2003,2.003,0.0,0.009096581232477413,0,1,0.03,0.0,1,1,,
2004,2.004,0.0,0.008652935730693485,0,1,0.03,0.0,1,1,,
2005,2.005,0.0,0.00823092707534923,0,1,0.03,0.0,1,1,,
2006,2.0060000000000002,0.0,0.007829500024991793,0,1,0.03,0.0,1,1,,
2007,2.007,0.0,0.007447650802901269,0,1,0.03,0.0,1,1,,
2008,2.008,0.0,0.007084424587126055,0,1,0.03,0.0,1,1,,
2009,2.009,0.0,0.006738913122930626,0,1,0.03,0.0,1,1,,
2010,2.0100000000000002,0.0,0.006410252451685609,0,1,0.03,0.0,1,1,,
2011,2.011,0.0,0.006097620750521193,0,1,0.03,0.0,1,1,,
2012,2.012,0.0,0.005800236277341886,0,1,0.03,0.0,1,1,,
2013,2.013,0.0,0.005517355416064086,0,1,0.03,0.0,1,1,,
2014,2.0140000000000002,0.0,0.0052482708171885375,0,1,0.03,0.0,1,1,,
2015,2.015,0.0,0.0049923096290581444,0,1,0.03,0.0,1,1,,
2016,2.016,0.0,0.004748831815378352,0,1,0.03,0.0,1,1,,
2017,2.017,0.0,0.004517228554793031,0,1,0.03,0.0,1,1,,
2018,2.0180000000000002,0.0,0.004296920718513967,0,1,0.03,0.0,1,1,,
2019,2.019,0.0,0.004087357422197235,0,1,0.03,0.0,1,1,,
2020,2.02,0.0,0.003888014648445398,0,1,0.03,0.0,1,1,,
2021,2.021,0.0,0.0036983939364910617,0,1,0.03,0.0,1,1,,
2022,2.0220000000000002,0.0,0.0035180211357853227,0,1,0.03,0.0,1,1,,
2023,2.023,0.0,0.003346445220374421,0,1,0.03,0.0,1,1,,
2024,2.024,0.0,0.0031832371610999257,0,1,0.03,0.0,1,1,,
2025,2.025,0.0,0.003027988852802369,0,1,0.03,0.0,1,1,,
2026,2.0260000000000002,0.0,0.002880312093845775,0,1,0.03,0.0,1,1,,
2027,2.027,0.0,0.002739837615411363,0,1,0.03,0.0,1,1,,
2028,2.028,0.0,0.0026062141581331597,0,1,0.03,0.0,1,1,,
2029,2.029,0.0,0.0024791075937666183,0,1,0.03,0.0,1,1,,
2030,2.0300000000000002,0.0,0.00235820008969397,0,1,0.03,0.0,1,1,,
2031,2.031,0.0,0.0022431893141771275,0,1,0.03,0.0,1,1,,
2032,2.032,0.0,0.00213378768037086,0,1,0.03,0.0,1,1,,
2033,2.033,0.0,0.002029721627205887,0,1,0.03,0.0,1,1,,
2034,2.0340000000000003,0.0,0.0019307309353437086,0,1,0.03,0.0,1,1,,
2035,2.035,0.0,0.0018365680764927212,0,1,0.03,0.0,1,1,,
2036,2.036,0.0,0.0017469975944585546,0,1,0.03,0.0,1,1,,
2037,2.037,0.0,0.0016617955163809425,0,1,0.03,0.0,1,1,,
2038,2.0380000000000003,0.0,0.0015807487926849109,0,1,0.03,0.0,1,1,,
2039,2.039,0.0,0.0015036547643458662,0,1,0.03,0.0,1,1,,
2040,2.04,0.0,0.0014303206561364751,0,1,0.03,0.0,1,1,,
2041,2.041,0.0,0.001360563094588183,0,1,0.03,0.0,1,1,,
2042,2.0420000000000003,0.0,0.001294207649462028,0,1,0.03,0.0,1,1,,
2043,2.043,0.0,0.0012310883975821865,0,1,0.03,0.0,1,1,,
2044,2.044,0.0,0.0011710475079416095,0,1,0.03,0.0,1,1,,
2045,2.045,0.0,0.0011139348470422924,0,1,0.03,0.0,1,1,,
2046,2.0460000000000003,0.0,0.0010596076034833308,0,1,0.03,0.0,1,1,,
2047,2.047,0.0,0.0010079299308580294,0,1,0.03,0.0,1,1,,
2048,2.048,0.0,0.0009587726080671278,0,1,0.03,0.0,1,1,,
2049,2.049,0.0,0.0009120127161987426,0,1,0.03,0.0,1,1,,
2050,2.05,0.0,0.0008675333311670629,0,1,0.03,0.0,1,1,,
2051,2.051,0.0,0.0008252232313412327,0,1,0.03,0.0,1,1,,
2052,2.052,0.0,0.0007849766194333403,0,1,0.03,0.0,1,1,,
2053,2.053,0.0,0.0007466928579500922,0,1,0.03,0.0,1,1,,
2054,2.054,0.0,0.0007102762175466596,0,1,0.03,0.0,1,1,,
2055,2.055,0.0,0.000675635637653453,0,1,0.03,0.0,1,1,,
2056,2.056,0.0,0.000642684498777267,0,1,0.03,0.0,1,1,,
2057,2.057,0.0,0.0006113404059074296,0,1,0.03,0.0,1,1,,
2058,2.058,0.0,0.0005815249824853571,0,1,0.03,0.0,1,1,,
2059,2.059,0.0,0.000553163674422334,0,1,0.03,0.0,1,1,,
2060,2.06,0.0,0.0005261855636754571,0,1,0.03,0.0,1,1,,
2061,2.061,0.0,0.0005005231909155889,0,1,0.03,0.0,1,1,,
2062,2.062,0.0,0.00047611238684389665,0,1,0.03,0.0,1,1,,
2063,2.063,0.0,0.00045289211173518115,0,1,0.03,0.0,1,1,,
2064,2.064,0.0,0.0004308043028067694,0,1,0.03,0.0,1,1,,
2065,2.065,0.0,0.00040979372903131463,0,1,0.03,0.0,1,1,,
2066,2.066,0.0,0.000389807853030459,0,1,0.03,0.0,1,1,,
2067,2.067,0.0,0.0003707966997040224,0,1,0.03,0.0,1,1,,
2068,2.068,0.0,0.0003527127312662213,0,1,0.03,0.0,1,1,,
2069,2.069,0.0,1.0003355107283765,0,1,0.03,0.0,1,1,,
2070,2.07,0.0,0.9515485721777813,0,1,0.03,0.0,1,1,,
2071,2.071,0.0,0.9051410006971471,0,1,0.03,0.0,1,1,,
2072,2.072,0.0,0.8609967531851476,0,1,0.03,0.0,1,1,,
2073,2.073,0.0,0.8190054460292913,0,1,0.03,0.0,1,1,,
2074,2.074,0.0,0.7790620790893933,0,1,0.03,0.0,1,1,,
2075,2.075,0.0,0.7410667731425333,0,1,0.03,0.0,1,1,,
2076,2.076,0.0,0.7049245201329731,0,1,0.03,0.0,1,1,,
2077,2.077,0.0,0.67054494560253,0,1,0.03,0.0,1,1,,
2078,2.078,0.0,0.6378420827073572,0,1,0.03,0.0,1,1,,
2079,2.079,0.0,0.6067341572560562,0,1,0.03,0.0,1,1,,
2080,2.08,0.0,0.5771433832316041,0,1,0.03,0.0,1,1,,
2081,2.081,0.0,0.5489957682857938,0,1,0.03,0.0,1,1,,
2082,2.082,0.0,0.522220928719823,0,1,0.03,0.0,1,1,,
2083,2.083,0.0,0.4967519134883856,0,1,0.03,0.0,1,1,,
2084,2.084,0.0,0.4725250367871855,0,1,0.03,0.0,1,1,,
2085,2.085,0.0,0.44947971880525317,0,1,0.03,0.0,1,1,,
2086,2.086,0.0,0.42755833424386375,0,1,0.03,0.0,1,1,,
2087,2.087,0.0,0.40670606822327443,0,1,0.03,0.0,1,1,,
2088,2.088,0.0,0.3868707792169735,0,1,0.03,0.0,1,1,,
2089,2.089,0.0,0.3680028686707045,0,1,0.03,0.0,1,1,,
2090,2.09,0.0,0.3500551569802461,0,1,0.03,0.0,1,1,,
2091,2.091,0.0,0.3329827655178266,0,1,0.03,0.0,1,1,,
2092,2.092,0.0,0.3167430044121784,0,1,0.03,0.0,1,1,,
2093,2.093,0.0,0.3012952658016236,0,1,0.03,0.0,1,1,,
2094,2.094,0.0,0.28660092229326806,0,1,0.03,0.0,1,1,,
2095,2.095,0.0,0.27262323037439923,0,1,0.03,0.0,1,1,,
2096,2.096,0.0,0.25932723853456535,0,1,0.03,0.0,1,1,,
2097,2.097,0.0,0.24667969986859398,0,1,0.03,0.0,1,1,,
2098,2.098,0.0,0.2346489889420115,0,1,0.03,0.0,1,1,,
2099,2.099,0.0,0.223205022710984,0,1,0.03,0.0,1,1,,
2100,2.1,0.0,0.21231918529903812,0,1,0.03,0.0,1,1,2.697179301352309,3.5601790615547846
2101,2.101,0.0,0.2019642564424645,0,1,0.03,0.0,1,1,,
2102,2.102,0.0,0.19211434342548012,0,1,0.03,0.0,1,1,,
2103,2.103,0.0,0.182744816334952,0,1,0.03,0.0,1,1,,
2104,2.104,0.0,0.17383224647278506,0,1,0.03,0.0,1,1,,
2105,2.105,0.0,0.1653543477719736,0,1,0.03,0.0,1,1,,
2106,2.106,0.0,0.15728992106982537,0,1,0.03,0.0,1,1,,
2107,2.107,0.0,0.1496188010990127,0,1,0.03,0.0,1,1,,
2108,2.108,0.0,0.14232180606390066,0,1,0.03,0.0,1,1,,
2109,2.109,0.0,0.13538068967606645,0,1,0.03,0.0,1,1,,
2110,2.11,0.0,0.12877809552907443,0,1,0.03,0.0,1,1,,
2111,2.111,0.0,0.12249751369841945,0,1,0.03,0.0,1,1,,
2112,2.112,0.0,0.11652323945811587,0,1,0.03,0.0,1,1,,
2113,2.113,0.0,0.11084033401070245,0,1,0.03,0.0,1,1,,
2114,2.114,0.0,0.10543458713246741,0,1,0.03,0.0,1,1,,
2115,2.115,0.0,0.10029248164048736,0,1,0.03,0.0,1,1,,
2116,2.116,0.0,0.09540115959262922,0,1,0.03,0.0,1,1,,
2117,2.117,0.0,0.09074839013599746,0,1,0.03,0.0,1,1,,
2118,2.118,0.0,0.08632253892343114,0,1,0.03,0.0,1,1,,
2119,2.119,0.0,0.08211253902157589,0,1,0.03,0.0,1,1,,
2120,2.12,0.0,0.07810786323778605,0,1,0.03,1.0,1,1,,
2121,2.121,0.0,0.0742984977966597,0,1,0.03,0.951229424500714,1,1,,
2122,2.122,0.0,0.07067491730038418,0,1,0.03,0.9048374180359596,1,1,,
2123,2.123,0.0,0.06722806091028,0,1,0.03,0.8607079764250579,1,1,,
2124,2.124,0.0,0.0639493096899846,0,1,0.03,0.8187307530779819,1,1,,
2125,2.125,0.0,0.06083046505362198,0,1,0.03,0.778800783071405,1,1,,
2126,2.126,0.0,0.05786372826506763,0,1,0.03,0.740818220681718,1,1,,
2127,2.1270000000000002,0.0,0.05504168093704598,0,1,0.03,0.7046880897187136,1,1,,
2128,2.128,0.0,0.05235726648129817,0,1,0.03,0.6703200460356394,1,1,,
2129,2.129,0.0,0.04980377246343578,0,1,0.03,0.6376281516217734,1,1,,
2130,2.13,0.0,0.04737481381835852,0,1,0.03,0.6065306597126335,1,1,,
2131,2.1310000000000002,0.0,0.04506431688426565,0,1,0.03,0.5769498103804868,1,1,,
2132,2.132,0.0,0.042866504215337824,0,1,0.03,0.5488116360940265,1,1,,
2133,2.133,0.0,0.04077588013511323,0,1,0.03,0.5220457767610162,1,1,,
2134,2.134,0.0,0.038787216994433854,0,1,0.03,0.49658530379140964,1,1,,
2135,2.1350000000000002,0.0,0.03689554209959963,0,1,0.03,0.4723665527410148,1,1,,
2136,2.136,0.0,0.035096125278044024,0,1,0.03,0.4493289641172217,1,1,,
2137,2.137,0.0,0.03338446705043878,0,1,0.03,0.42741493194872676,1,1,,
2138,2.138,0.0,0.03175628737965193,0,1,0.03,0.4065696597405992,1,1,,
2139,2.1390000000000002,0.0,0.03020751496842559,0,1,0.03,0.3867410234545013,1,1,,
2140,2.14,0.0,0.028734277079012178,0,1,0.03,0.3678794411714424,1,1,,
2141,2.141,0.0,0.02733288984931281,0,1,0.03,0.34993774911115544,1,1,,
2142,2.142,0.0,0.025999849081303233,0,1,0.03,0.33287108369807966,1,1,,
2143,2.1430000000000002,0.0,0.024731821478713494,0,1,0.03,0.31663676937905333,1,1,,
2144,2.144,0.0,0.023525636312051033,0,1,0.03,0.3011942119122022,1,1,,
2145,2.145,0.0,0.022378277490125404,0,1,0.03,0.2865047968601902,1,1,,
2146,2.146,0.0,0.02128687601824927,0,1,0.03,0.2725317930340127,1,1,,
2147,2.1470000000000002,0.0,0.020248702824257305,0,1,0.03,0.2592402606458916,1,1,,
2148,2.148,0.0,0.019261161934404258,0,1,0.03,0.24659696394160657,1,1,,
2149,2.149,0.0,0.018321783982078423,0,1,0.03,0.23457028809379774,1,1,,
2150,2.15,0.0,0.017428220033098858,0,1,0.03,0.2231301601484299,1,1,,
2151,2.1510000000000002,0.0,0.01657823571215644,0,1,0.03,0.21224797382674312,1,1,,
2152,2.152,0.0,0.015769705615711758,0,1,0.03,0.20189651799465547,1,1,,
2153,2.153,0.0,0.015000607997379173,0,1,0.03,0.19204990862075416,1,1,,
2154,2.154,0.0,0.014269019712507798,0,1,0.03,0.1826835240527347,1,1,,
2155,2.1550000000000002,0.0,0.013573111409318137,0,1,0.03,0.17377394345044517,1,1,,
2156,2.156,0.0,0.012911142954569767,0,1,0.03,0.1652988882215866,1,1,,
2157,2.157,0.0,0.012281459082321849,0,1,0.03,0.15723716631362766,1,1,,
2158,2.158,0.0,0.01168248525490608,0,1,0.03,0.1495686192226351,1,1,,
2159,2.1590000000000003,0.0,0.011112723725762387,0,1,0.03,0.14227407158651362,1,1,,
2160,2.16,0.0,0.010570749794292386,0,1,0.03,0.13533528323661273,1,1,,
2161,2.161,0.0,0.010055208243365787,0,1,0.03,0.12873490358780426,1,1,,
2162,2.162,0.0,0.009564809950571674,0,1,0.03,0.12245642825298195,1,1,,
2163,2.1630000000000003,0.0,0.009098328664740996,0,1,0.03,0.116484157773497,1,1,,
2164,2.164,0.0,0.008654597939679928,0,1,0.03,0.11080315836233391,1,1,,
2165,2.165,0.0,0.008232508217446803,0,1,0.03,0.10539922456186436,1,1,,
2166,2.166,0.0,0.007831004053879322,0,1,0.03,0.10025884372280376,1,1,,
2167,2.1670000000000003,0.0,0.007449081479434386,0,1,0.03,0.09536916221554964,1,1,,
2168,2.168,0.0,0.007085785488741298,0,1,0.03,0.09071795328941253,1,1,,
2169,2.169,0.0,0.006740207652590895,0,1,0.03,0.08629358649937054,1,1,,
2170,2.17,0.0,0.006411483846389346,0,1,0.03,0.08208499862389881,1,1,,
2171,2.1710000000000003,0.0,0.006098792089396562,0,1,0.03,0.07808166600115317,1,1,,
2172,2.172,0.0,0.005801350489346198,0,1,0.03,0.07427357821433389,1,1,,
2173,2.173,0.0,0.00551841528730772,0,1,0.03,0.0706512130604296,1,1,,
2174,2.174,0.0,0.0052492789979016645,0,1,0.03,0.06720551273974977,1,1,,
2175,2.1750000000000003,0.0,0.004993268640217685,0,1,0.03,0.06392786120670758,1,1,,
2176,2.176,0.0,0.0047497440550117315,0,1,0.03,0.06081006262521798,1,1,,
2177,2.177,0.0,0.004518096303974497,0,1,0.03,0.05784432087483848,1,1,,
2178,2.178,0.0,0.004297746147068463,0,1,0.03,0.055023220056407245,1,1,,
2179,2.179,0.0,0.004088142594126095,0,1,0.03,0.05233970594843241,1,1,,
2180,2.18,0.0,0.0038887615270874216,0,1,0.03,0.04978706836786396,1,1,,
2181,2.181,0.0,0.003699104389431886,0,1,0.03,0.047358924391140936,1,1,,
2182,2.182,0.0,0.003518696939527358,0,1,0.03,0.04504920239355782,1,1,,
2183,2.183,0.0,0.003347088064779032,0,1,0.03,0.042852126867040194,1,1,,
2184,2.184,0.0,0.0031838486536129675,0,1,0.03,0.04076220397836623,1,1,,
2185,2.185,0.0,0.0030285705224736364,0,1,0.03,0.03877420783172203,1,1,,
2186,2.186,0.0,0.002880865395152424,0,1,0.03,0.03688316740124002,1,1,,
2187,2.187,0.0,0.0027403639318948625,0,1,0.03,0.03508435410084504,1,1,,
2188,2.188,0.0,0.002606714805858864,0,1,0.03,0.033373269960326093,1,1,,
2189,2.189,0.0,0.0024795838246146175,0,1,0.03,0.03174563637806796,1,1,,
2190,2.19,0.0,0.002358653094489442,0,1,0.03,0.030197383422318518,1,1,,
2191,2.191,0.0,0.0022436202256680203,0,1,0.03,0.028724639654239447,1,1,,
2192,2.192,0.0,0.002134197576060353,0,1,0.03,0.02732372244729258,1,1,,
2193,2.193,0.0,0.0020301115320467086,0,1,0.03,0.02599112877875536,1,1,,
2194,2.194,0.0,0.0019311018243010534,0,1,0.03,0.02472352647033941,1,1,,
2195,2.195,0.0,0.00183692087698217,0,1,0.03,0.023517745856009124,1,1,,
2196,2.196,0.0,0.0017473331886650964,0,1,0.03,0.02237077185616561,1,1,,
2197,2.197,0.0,0.0016621147434648972,0,1,0.03,0.021279736438377186,1,1,,
2198,2.198,0.0,0.0015810524508802662,0,1,0.03,0.020241911445804405,1,1,,
2199,2.199,0.0,0.001503943612956279,0,1,0.03,0.01925470177538694,1,1,,
2200,2.2,0.0,0.001430595417433926,0,1,0.0,0.018315638888734196,0,1,2.6986051653927157,3.5776473051788544
2201,2.201,0.0,0.0013608244556190321,0,1,0.0,0.017422374639493525,0,1,,
2202,2.202,0.0,0.0012944562637649895,0,1,0.0,0.01657267540176126,0,1,,
2203,2.203,0.0,0.0012313248868225154,0,1,0.0,0.015764416484854504,0,1,,
2204,2.204,0.0,0.001171272463465588,0,1,0.0,0.014995576820477719,0,1,,
2205,2.205,0.0,0.0011141488313559048,0,1,0.0,0.014264233908999268,0,1,,
2206,2.206,0.0,0.0010598111516588204,0,1,0.0,0.013568559012200944,0,1,,
2207,2.207,0.0,0.0010081235518718586,0,1,0.0,0.012906812580479881,0,1,,
2208,2.208,0.0,0.0009589567860726838,0,1,0.0,0.012277339903068453,0,1,,
2209,2.209,0.0,0.0009121879117369733,0,1,0.0,0.011678566970395456,0,1,,
2210,2.21,0.0,0.0008676999823180692,0,1,0.0,0.011108996538242316,0,1,,
2211,2.211,0.0,0.0008253817548196967,0,1,0.0,0.010567204383852663,0,1,,
2212,2.212,0.0,0.0007851274116305295,0,1,0.0,0.010051835744633591,0,1,,
2213,2.213,0.0,0.0007468362959250438,0,1,0.0,0.009561601930543517,0,1,,
2214,2.214,0.0,0.0007104126599690243,0,1,0.0,0.009095277101695826,0,1,,
2215,2.215,0.0,0.0006757654257003564,0,1,0.0,0.008651695203120643,0,1,,
2216,2.216,0.0,0.00064280795698643,0,1,0.0,0.008229747049020037,0,1,,
2217,2.217,0.0,0.0006114578429886815,0,1,0.0,0.007828377549225779,0,1,,
2218,2.218,0.0,0.0005816366920925715,0,1,0.0,0.007446583070924348,0,1,,
2219,2.219,0.0,0.0005532699358877157,0,1,0.0,0.007083408929052127,0,1,,
2220,2.22,0.0,0.0005262866427080188,0,1,0.0,0.006737946999085474,0,1,,
2221,2.221,0.0,1.0005006193402655,0,1,0.0,0.006409333446256388,0,1,,
2222,2.222,0.0,0.9517056283476487,0,1,0.0,0.006096746565515642,0,1,,
2223,2.223,0.0,0.9052903971472243,0,1,0.0,0.005799404726842149,0,1,,
2224,2.224,0.0,0.861138863484377,0,1,0.0,0.0055165644207607785,0,1,,
2225,2.225,0.0,0.8191406255274428,0,1,0.0,0.00524751839918139,0,1,,
2226,2.226,0.0,0.7791906658056243,0,1,0.0,0.004991593906910221,0,1,,
2227,2.227,0.0,0.7411890886106123,0,1,0.0,0.00474815099941148,0,1,,
2228,2.228,0.0,0.7050408702052814,0,1,0.0,0.004516580942612672,0,1,,
2229,2.229,0.0,0.6706556212148524,0,1,0.0,0.004296304690752344,0,1,,
2230,2.23,0.0,0.6379473606063729,0,1,0.0,0.00408677143846407,0,1,,
2231,2.231,0.0,0.6068343006913496,0,1,0.0,0.0038874572434761325,0,1,,
2232,2.232,0.0,0.5772386426139257,0,1,0.0,0.0036978637164829338,0,1,,
2233,2.233,0.0,0.5490863818132178,0,1,0.0,0.0035175167749121328,0,1,,
2234,2.234,0.0,0.5223071229733665,0,1,0.0,0.0033459654574712755,0,1,,
2235,2.235,0.0,0.496833903998579,0,1,0.0,0.0031827807965096695,0,1,,
2236,2.236,0.0,0.47260302857301134,0,1,0.0,0.003027554745375817,0,1,,
2237,2.237,0.0,0.4495539068868001,0,1,0.0,0.0028798991580882443,0,1,,
2238,2.238,0.0,0.4276289041299784,0,1,0.0,0.0027394448187683714,0,1,,
2239,2.239,0.0,0.40677319637543036,0,1,0.0,0.002605840518408501,0,1,,
2240,2.24,0.0,0.38693463349051654,0,1,0.0,0.0024787521766663607,0,1,,
2241,2.241,0.0,0.3680636087345788,0,1,0.0,0.0023578620064902346,0,1,,
2242,2.242,0.0,0.3501129347162493,0,1,0.0,0.0022428677194858047,0,1,,
2243,2.243,0.0,0.3330377254003939,0,1,0.0,0.0021334817700377107,0,1,,
2244,2.244,0.0,0.3167952838696435,0,1,0.0,0.002029430636295736,0,1,,
2245,2.245,0.0,0.30134499555986133,0,1,0.0,0.001930454136227711,0,1,,
2246,2.246,0.0,0.2866482267025771,0,1,0.0,0.0018363047770289086,0,1,,
2247,2.247,0.0,0.27266822772044264,0,1,0.0,0.0017467471362611208,0,1,,
2248,2.248,0.0,0.25937004133414626,0,1,0.0,0.001661557273173936,0,1,,
2249,2.249,0.0,0.24672041515100634,0,1,0.0,0.0015805221687362188,0,1,,
2250,2.25,0.0,0.234687718516669,0,1,0.0,0.0015034391929775739,0,1,,
2251,2.251,0.0,0.22324186342199662,0,1,0.0,0.0014301155983078755,0,1,,
2252,2.2520000000000002,0.0,0.21235422926737285,0,1,0.0,0.0013603680375478947,0,1,,
2253,2.253,0.0,0.20199759129629577,0,1,0.0,0.0012940221054658495,0,1,,
2254,2.254,0.0,0.19214605251930586,0,1,0.0,0.0012309119026734823,0,1,,
2255,2.255,0.0,0.18277497895802328,0,1,0.0,0.0011708796207911755,0,1,,
2256,2.2560000000000002,0.0,0.1738609380473706,0,1,0.0,0.0011137751478448041,0,1,,
2257,2.257,0.0,0.16538164004195463,0,1,0.0,0.0010594556929076108,0,1,,
2258,2.258,0.0,0.15731588228009274,0,1,0.0,0.0010077854290485118,0,1,,
2259,2.259,0.0,0.1496434961661147,0,1,0.0,0.0009586351536940209,0,1,,
2260,2.2600000000000002,0.0,0.14234529673836807,0,1,0.0,0.0009118819655545171,0,1,,
2261,2.261,0.0,0.13540303469682122,0,1,0.0,0.0008674089573070033,0,1,,
2262,2.262,0.0,0.12879935077030746,0,1,0.0,0.0008251049232659051,0,1,,
2263,2.263,0.0,0.12251773230930517,0,1,0.0,0.0007848640813109327,0,1,,
2264,2.2640000000000002,0.0,0.1165424719957129,0,1,0.0,0.0007465858083766802,0,1,,
2265,2.265,0.0,0.11085862856637256,0,1,0.0,0.0007101743888425498,0,1,,
2266,2.266,0.0,0.10545198945212898,0,1,0.0,0.0006755387751938449,0,1,,
2267,2.267,0.0,0.10030903523900402,0,1,0.0,0.0006425923603555583,0,1,,
2268,2.2680000000000002,0.0,0.09541690586261964,0,1,0.0,0.0006112527611295732,0,1,,
2269,2.269,0.0,0.09076336845133848,0,1,0.0,0.0005814416121937563,0,1,,
2270,2.27,0.0,0.08633678673771296,0,1,0.0,0.0005530843701478342,0,1,,
2271,2.271,0.0,0.08212609196175558,0,1,0.0,0.0005261101271160642,0,1,,
2272,2.2720000000000002,0.0,0.07812075519327347,0,1,0.0,0.0005004514334406113,0,1,,
2273,2.273,0.0,0.07431076100405869,0,1,0.0,0.00047604412902227004,0,1,,
2274,2.274,0.0,0.07068658242410085,0,1,0.0,0.0004528271828867976,0,1,,
2275,2.275,0.0,0.06723915711919974,0,1,0.0,0.00043074254057568807,0,1,,
2276,2.2760000000000002,0.0,0.06395986473040946,0,1,0.0,0.00040973497897978724,0,1,,
2277,2.277,0.0,0.06084050531865091,0,1,0.0,0.0003897519682527552,0,1,,
2278,2.278,0.0,0.05787327886059293,0,1,0.0,0.00037074354045908887,0,1,,
2279,2.279,0.0,0.055050765744531154,0,1,0.0,0.0003526621646282563,0,1,,
2280,2.2800000000000002,0.0,0.05236590821749399,0,1,0.0,0.0003354626279025123,0,1,,
2281,2.281,0.0,0.04981199273718402,0,1,0.0,0.0003191019224812039,0,1,,
2282,2.282,0.0,0.0473826331846253,0,1,0.0,0.00030353913807886705,0,1,,
2283,2.283,0.0,0.04507175489553956,0,1,0.0,0.00028873535962820344,0,1,,
2284,2.2840000000000003,0.0,0.04287357947052133,0,1,0.0,0.00027465356997214265,0,1,,
2285,2.285,0.0,0.04078261032602963,0,1,0.0,0.0002612585573016678,0,1,,
2286,2.286,0.0,0.03879361895006604,0,1,0.0,0.0002485168271079523,0,1,,
2287,2.287,0.0,0.036901631828171313,0,1,0.0,0.00023639651842864088,0,1,,
2288,2.2880000000000003,0.0,0.03510191800704863,0,1,0.0,0.0002248673241788485,0,1,,
2289,2.289,0.0,0.03338997726471612,0,1,0.0,0.00021390041536766154,0,1,,
2290,2.29,0.0,0.031761528857607836,0,1,0.0,0.00020346836901064436,0,1,,
2291,2.291,0.0,0.030212500816485122,0,1,0.0,0.00019354509955809415,0,1,,
2292,2.2920000000000003,0.0,0.028739019764392495,0,1,0.0,0.0001841057936675793,0,1,,
2293,2.293,0.0,0.027337401231197718,0,1,0.0,0.00017512684815765867,0,1,,
2294,2.294,0.0,0.026004140440497318,0,1,0.0,0.0001665858109876336,0,1,,
2295,2.295,0.0,0.024735903545850008,0,1,0.0,0.00015846132511575142,0,1,,
2296,2.2960000000000003,0.0,0.023529519294424074,0,1,0.0,0.00015073307509547677,0,1,,
2297,2.297,0.0,0.02238197109721346,0,1,0.0,0.00014338173627629329,0,1,,
2298,2.298,0.0,0.021290389485993974,0,1,0.0,0.00013638892648201162,0,1,,
2299,2.299,0.0,0.0202520449381581,0,1,0.0,0.0001297371600457541,0,1,,
2300,2.3000000000000003,0.0,0.01926434105148673,0,1,0.0,0.0001234098040866797,0,1,2.708130686465411,3.583165395938954
